Product Sub-Category,Product Container,Continent,Customer Segment,Product Category,Ship Mode,Order Quantity,Profit,Sales,City,Country / Region,State or Province,Shipping Cost
Telephones and Communication,Small Box,North America,Consumer,Technology,Regular Air,17,645,934,Dearborn Heights,United States of America,Michigan,4
Telephones and Communication,Small Box,South America,Consumer,Technology,Regular Air,69,2812,3792,Sao Paulo,Brazil,São Paulo,4
Appliances,Medium Box,North America,Corporate,Office Supplies,Regular Air,3,-15,35,Kirkwood,United States of America,Missouri,6
Rubber Bands,Wrap Bag,North America,Consumer,Office Supplies,Regular Air,13,36,52,Detroit,United States of America,Michigan,1
Rubber Bands,Wrap Bag,South America,Consumer,Office Supplies,Regular Air,53,162,211,Sao Paulo,Brazil,São Paulo,1
Pens & Art Supplies,Wrap Bag,Asia,Corporate,Office Supplies,Regular Air,7,-18,24,Guangzhou,China,Guangdong Sheng,2
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,16,-58,86,Dubuque,United States of America,Iowa,5
Paper,Small Box,Asia,Corporate,Office Supplies,Regular Air,64,-149,344,Jaipur,India,Rajhasthan,5
Telephones and Communication,Medium Box,North America,Corporate,Technology,Regular Air,9,16,514,Dubuque,United States of America,Iowa,14
Telephones and Communication,Medium Box,Asia,Corporate,Technology,Regular Air,38,53,2170,Jaipur,India,Rajhasthan,14
Office Furnishings,Small Box,Africa,Corporate,Furniture,Regular Air,55,-162,351,Cairo,Egypt,Al Qahirah,5
Office Furnishings,Small Box,North America,Corporate,Furniture,Regular Air,14,5,89,Oxford,United States of America,Alabama,5
Paper,Small Box,Asia,Corporate,Office Supplies,Regular Air,27,-89,160,Riyadh,Saudi Arabia,Ar Riyad,5
Appliances,Medium Box,Asia,Corporate,Office Supplies,Regular Air,13,-15,153,Manila,Philippines,Région Capitale Nationale,6
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,7,11,42,Baton Rouge,United States of America,Louisiana,5
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,7,-401,1978,Saco,United States of America,Maine,57
Office Furnishings,Small Pack,South America,Corporate,Furniture,Regular Air,45,211,305,Salvador,Brazil,Bahia,3
Storage & Organization,Jumbo Drum,Europe,Corporate,Office Supplies,Delivery Truck,4,-223,150,Dublin,Ireland,Dublin,53
Storage & Organization,Jumbo Drum,North America,Corporate,Office Supplies,Delivery Truck,1,-189,38,Greenville,United States of America,North Carolina,53
Envelopes,Small Box,Asia,Corporate,Office Supplies,Regular Air,7,34,108,Riyadh,Saudi Arabia,Ar Riyad,1
Envelopes,Small Box,North America,Corporate,Office Supplies,Regular Air,2,6,31,Baton Rouge,United States of America,Louisiana,1
Pens & Art Supplies,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,3,8,19,Depew,United States of America,New York,1
Pens & Art Supplies,Wrap Bag,South America,Home Office,Office Supplies,Regular Air,13,26,80,Rio de Janeiro,Brazil,Rio de Janeiro,1
Pens & Art Supplies,Wrap Bag,North America,Small Business,Office Supplies,Regular Air,13,-4,42,Milford,United States of America,Massachusetts,2
Binders and Binder Accessories,Small Box,North America,Small Business,Office Supplies,Regular Air,13,-257,80,Grand Junction,United States of America,Colorado,10
Pens & Art Supplies,Wrap Bag,Asia,Small Business,Office Supplies,Regular Air,53,-11,172,Osaka,Japan,Ōsaka,2
Telephones and Communication,Small Box,Asia,Home Office,Technology,Express Air,31,2077,4368,Moscow,Russian Federation,Moskva (city),8
Telephones and Communication,Small Box,North America,Home Office,Technology,Express Air,8,72,1127,Hopkinsville,United States of America,Kentucky,8
Computer Peripherals,Small Pack,North America,Consumer,Technology,Regular Air,12,-154,60,Holden,United States of America,Massachusetts,5
Computer Peripherals,Small Pack,Asia,Home Office,Technology,Regular Air,56,-227,382,Moscow,Russian Federation,Moskva (city),4
Computer Peripherals,Small Pack,North America,Home Office,Technology,Regular Air,14,30,96,Hopkinsville,United States of America,Kentucky,4
Appliances,Small Box,North America,Corporate,Office Supplies,Regular Air,11,1349,1955,Glenview,United States of America,Illinois,1
Appliances,Small Box,Asia,Corporate,Office Supplies,Regular Air,45,6157,7996,Seoul,Republic of Korea,Soul,1
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Delivery Truck,6,12,299,Glenview,United States of America,Illinois,14
Chairs & Chairmats,Jumbo Drum,Asia,Corporate,Furniture,Delivery Truck,22,42,1096,Seoul,Republic of Korea,Soul,14
Office Furnishings,Wrap Bag,North America,Corporate,Furniture,Regular Air,18,122,267,East Chicago,United States of America,Indiana,5
Storage & Organization,Small Box,North America,Small Business,Office Supplies,Express Air,14,-111,196,Oak Creek,United States of America,Wisconsin,8
Storage & Organization,Small Box,North America,Small Business,Office Supplies,Express Air,57,-284,798,Guadalajara,Mexico,Jalisco,8
Labels,Small Box,North America,Small Business,Office Supplies,Regular Air,1,-4,5,Oak Creek,United States of America,Wisconsin,1
Labels,Small Box,North America,Small Business,Office Supplies,Regular Air,3,-10,14,Guadalajara,Mexico,Jalisco,1
Office Furnishings,Small Box,Europe,Corporate,Furniture,Express Air,45,1496,1943,Madrid,Spain,Madrid,7
Pens & Art Supplies,Small Pack,South America,Small Business,Office Supplies,Regular Air,57,-116,1254,Buenos Aires,Argentina,Province de Buenos Aires,9
Paper,Small Box,North America,Home Office,Office Supplies,Regular Air,18,-122,126,Cleveland Heights,United States of America,Ohio,7
Paper,Small Box,Europe,Home Office,Office Supplies,Regular Air,70,-312,490,Warsaw,Poland,Mazowieckie,7
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,6,-40,42,Mount Vernon,United States of America,New York,7
Paper,Small Box,Asia,Corporate,Office Supplies,Regular Air,22,-102,156,Guangzhou,China,Guangdong Sheng,7
Office Furnishings,Wrap Bag,Europe,Corporate,Furniture,Regular Air,73,122,1084,Paris,France,Île-de-France,5
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,1,763,1852,Cleveland Heights,United States of America,Ohio,20
Binders and Binder Accessories,Small Box,Europe,Home Office,Office Supplies,Regular Air,6,2566,11110,Warsaw,Poland,Mazowieckie,20
Telephones and Communication,Small Pack,North America,Home Office,Technology,Regular Air,2,-30,61,Victoria,United States of America,Texas,1
Telephones and Communication,Small Pack,Australasia,Home Office,Technology,Regular Air,10,-78,302,Sydney,Australia,New South Wales,1
Copiers and Fax,Large Box,North America,Home Office,Technology,Regular Air,4,-735,819,New York City,United States of America,New York,24
Copiers and Fax,Large Box,North America,Home Office,Technology,Regular Air,1,-95,205,New Orleans,United States of America,Louisiana,24
Binders and Binder Accessories,Small Box,Europe,Corporate,Office Supplies,Express Air,32,-180,562,Madrid,Spain,Madrid,13
Envelopes,Small Box,Asia,Consumer,Office Supplies,Regular Air,57,809,2064,Jalandhar,India,Punjab,15
Tables,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,1,27,148,Mount Vernon,United States of America,Ohio,39
Tables,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,1,25,148,Los Angeles,United States of America,California,39
Storage & Organization,Small Box,North America,Corporate,Office Supplies,Regular Air,10,-225,258,Florence,United States of America,Kentucky,20
Binders and Binder Accessories,Small Box,Asia,Home Office,Office Supplies,Regular Air,48,497,1737,Beijing,China,Beijing,3
Tables,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,32,8,511,Miami,United States of America,Florida,28
Paper,Small Box,South America,Consumer,Office Supplies,Express Air,24,893,1159,Buenos Aires,Argentina,Province de Buenos Aires,6
Paper,Small Box,North America,Consumer,Office Supplies,Express Air,6,200,290,Oro Valley,United States of America,Arizona,6
Appliances,Large Box,North America,Small Business,Office Supplies,Regular Air,16,-1981,88,Hermitage,United States of America,Pennsylvania,49
Appliances,Large Box,North America,Small Business,Office Supplies,Regular Air,66,-5083,361,Monterrey,Mexico,Nuevo León,49
Tables,Jumbo Box,North America,Small Business,Furniture,Delivery Truck,10,-482,2117,Hermitage,United States of America,Pennsylvania,70
Tables,Jumbo Box,North America,Small Business,Furniture,Delivery Truck,41,-1237,8680,Monterrey,Mexico,Nuevo León,70
Chairs & Chairmats,Medium Box,Asia,Corporate,Furniture,Regular Air,43,3775,5473,Jalandhar,India,Punjab,13
Paper,Small Box,South America,Consumer,Office Supplies,Regular Air,8,-87,103,Buenos Aires,Argentina,Province de Buenos Aires,11
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,2,-34,26,Oro Valley,United States of America,Arizona,11
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,12,300,434,Los Altos,United States of America,California,3
Computer Peripherals,Small Pack,South America,Consumer,Technology,Regular Air,39,-75,90,Buenos Aires,Argentina,Province de Buenos Aires,2
Computer Peripherals,Small Pack,North America,Consumer,Technology,Regular Air,10,-29,23,Oro Valley,United States of America,Arizona,2
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,2,-22,57,Woodburn,United States of America,Oregon,13
"Scissors, Rulers and Trimmers",Small Pack,North America,Consumer,Office Supplies,Regular Air,15,56,171,Woodburn,United States of America,Oregon,3
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,52,6,292,Detroit,United States of America,Michigan,3
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,13,-198,73,Plantation,United States of America,Florida,3
Office Furnishings,Small Box,North America,Home Office,Furniture,Regular Air,68,-60,361,Detroit,United States of America,Michigan,5
Office Furnishings,Small Box,North America,Home Office,Furniture,Regular Air,17,29,90,Monroe,United States of America,North Carolina,5
Appliances,Small Box,North America,Home Office,Office Supplies,Express Air,36,-2,473,Detroit,United States of America,Michigan,5
Appliances,Small Box,North America,Home Office,Office Supplies,Express Air,9,49,118,Mooresville,United States of America,North Carolina,5
Telephones and Communication,Small Pack,Asia,Home Office,Technology,Regular Air,1,-236,52,Beijing,China,Beijing,5
Storage & Organization,Small Box,North America,Home Office,Office Supplies,Regular Air,78,-36,1254,Detroit,United States of America,Michigan,8
Storage & Organization,Small Box,North America,Home Office,Office Supplies,Regular Air,20,-61,322,Monroe,United States of America,North Carolina,8
Telephones and Communication,Small Box,Asia,Small Business,Technology,Regular Air,16,813,2547,Chennai,India,Tamil Nadu,9
Telephones and Communication,Small Box,North America,Small Business,Technology,Regular Air,4,266,637,Apopka,United States of America,Florida,9
Paper,Wrap Bag,Asia,Small Business,Office Supplies,Regular Air,10,9,79,Chennai,India,Tamil Nadu,3
Paper,Wrap Bag,North America,Small Business,Office Supplies,Regular Air,3,37,24,Apopka,United States of America,Florida,3
Office Machines,Jumbo Box,Africa,Small Business,Technology,Delivery Truck,12,5631,42269,Nairobi,Kenya,Nairobi Prov,9
Office Machines,Jumbo Box,North America,Small Business,Technology,Delivery Truck,3,-1809,10567,Vancouver,United States of America,Washington,9
Computer Peripherals,Small Pack,South America,Small Business,Technology,Regular Air,82,7159,9297,Buenos Aires,Argentina,Province de Buenos Aires,2
Computer Peripherals,Small Pack,North America,Small Business,Technology,Regular Air,21,17,2381,Burke,United States of America,Virginia,2
Telephones and Communication,Small Pack,North America,Home Office,Technology,Regular Air,1,-236,52,Los Banos,United States of America,California,5
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Delivery Truck,1,-70,369,Vernon Hills,United States of America,Illinois,65
Binders and Binder Accessories,Small Box,Asia,Home Office,Office Supplies,Regular Air,84,889,1155,Moscow,Russian Federation,Moskva (city),1
Tables,Large Box,Asia,Small Business,Furniture,Regular Air,32,778,5965,Guangzhou,China,Guangdong Sheng,69
Tables,Large Box,North America,Small Business,Furniture,Regular Air,8,-250,1491,San Francisco,United States of America,California,69
Pens & Art Supplies,Wrap Bag,North America,Corporate,Office Supplies,Regular Air,54,14,175,Boston,United States of America,Massachusetts,1
Appliances,Medium Box,North America,Corporate,Office Supplies,Regular Air,24,866,1124,Mexico City,Mexico,Distrito Federal,5
Appliances,Medium Box,North America,Corporate,Office Supplies,Regular Air,6,194,281,Camarillo,United States of America,California,5
Paper,Small Box,Asia,Home Office,Office Supplies,Regular Air,18,45,122,Manila,Philippines,Région Capitale Nationale,7
Computer Peripherals,Small Pack,North America,Corporate,Technology,Express Air,8,99,144,Mountain View,United States of America,California,2
Computer Peripherals,Small Pack,North America,Corporate,Technology,Regular Air,24,692,1003,Hicksville,United States of America,New York,2
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Express Air,9,-133,52,Everett,United States of America,Massachusetts,8
Computer Peripherals,Small Pack,North America,Corporate,Technology,Regular Air,96,563,4013,Miami,United States of America,Florida,2
Bookcases,Jumbo Box,Asia,Small Business,Furniture,Delivery Truck,98,755,7284,Guangzhou,China,Guangdong Sheng,27
Bookcases,Jumbo Box,Asia,Small Business,Furniture,Delivery Truck,36,260,3554,Guangzhou,China,Guangdong Sheng,36
Bookcases,Jumbo Box,North America,Small Business,Furniture,Delivery Truck,25,163,1858,San Francisco,United States of America,California,27
Bookcases,Jumbo Box,North America,Small Business,Furniture,Delivery Truck,9,-84,888,San Francisco,United States of America,California,36
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,3,-42,14,Murray,United States of America,Kentucky,5
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,19,-35,139,Columbia,United States of America,Missouri,6
Binders and Binder Accessories,Small Box,Asia,Corporate,Office Supplies,Regular Air,74,110,541,Shenyang,China,Liaoning Sheng,6
Chairs & Chairmats,Jumbo Drum,Asia,Small Business,Furniture,Delivery Truck,48,3428,9095,Jakarta,Indonesia,Jakarta,30
"Scissors, Rulers and Trimmers",Small Pack,North America,Consumer,Office Supplies,Regular Air,9,9,101,Oakdale,United States of America,Minnesota,3
Telephones and Communication,Medium Box,North America,Corporate,Technology,Regular Air,15,50,266,Lewiston,United States of America,Maine,5
"Scissors, Rulers and Trimmers",Small Pack,Asia,Consumer,Office Supplies,Regular Air,34,44,383,Hanoi,Viet Nam,Hanoi,3
Appliances,Medium Box,Europe,Consumer,Office Supplies,Regular Air,38,774,1013,Prague,Czech Republic,Praha,5
Appliances,Medium Box,North America,Consumer,Office Supplies,Regular Air,10,222,267,Florence,United States of America,Alabama,5
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,44,18,248,Guadalajara,Mexico,Jalisco,3
